ActionGeo_ADM1Code,ActionGeo_CountryCode,ActionGeo_FeatureID,ActionGeo_FullName,ActionGeo_Lat,ActionGeo_Long,ActionGeo_Type,Actor1Code,Actor1CountryCode,Actor1EthnicCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_CountryCode,Actor1Geo_FullName,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_Type,Actor1KnownGroupCode,Actor1Name,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2CountryCode,Actor2EthnicCode,Actor2Geo_ADM1Code,Actor2Geo_CountryCode,Actor2Geo_FeatureID,Actor2Geo_FullName,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_Type,Actor2KnownGroupCode,Actor2Name,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,AvgTone,DATEADDED,EventBaseCode,EventCode,EventRootCode,FractionDate,GLOBALEVENTID,GoldsteinScale,IsRootEvent,MonthYear,NumArticles,NumMentions,NumSources,QuadClass,SOURCEURL,SQLDATE,Year,index
ID,ID,ID,Indonesia,-5,120,1,COP,,,ID,-5,ID,Indonesia,120,ID,1,,PRISON,,,COP,,,IDN,IDN,,ID,ID,ID,Indonesia,-5,120,1,,INDONESIA,,,,,,-10.88435374,20180424,173,173,17,2018.3123,750344849,-5,1,201804,10,10,1,4,http://www.nigeriatoday.ng/2018/04/indonesia-jails-former-speaker-15-years-for-corruption-channels-television/,20180424,2018,4411
ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,FRA,FRA,,ID04,-6.17444,ID,"Jakarta, Jakarta Raya, Indonesia",106.829,-2679652,4,,FRANCE,,,,,,IDN,IDN,,ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,,INDONESIA,,,,,,-11.44416279,20180424,173,173,17,2018.3123,750345066,-5,1,201804,20,20,2,4,http://en.rfi.fr/wire/20180424-indonesias-former-speaker-gets-15-years-jail-corruption,20180424,2018,4413
ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,KWT,KWT,,ID04,-6.17444,ID,"Jakarta, Jakarta Raya, Indonesia",106.829,-2679652,4,,KUWAIT,,,,,,IDN,IDN,,ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,,INDONESIA,,,,,,-11.57894737,20180424,173,173,17,2018.3123,750459340,-5,1,201804,10,10,1,4,http://news.kuwaittimes.net/website/indonesia-former-speaker-gets-15-years-in-jail-for-corruption/,20180424,2018,4423
ID08,ID,10205777,"Bali, Jawa Timur, Indonesia",-7.1046,112.337,4,EDU,,,ID08,-7.1046,ID,"Bali, Jawa Timur, Indonesia",112.337,10205777,4,,SCHOOL,,,EDU,,,IDN,IDN,,ID08,ID,10205777,"Bali, Jawa Timur, Indonesia",-7.1046,112.337,4,,BALI,,,,,,0,20180424,36,36,3,2018.3123,750493100,4,0,201804,10,10,1,1,http://www.bravotv.com/jetset/australian-12-year-old-kid-steals-moms-credit-card-flies-to-bali-alone-after-fight,20180424,2018,4424
ID08,ID,10205777,"Bali, Jawa Timur, Indonesia",-7.1046,112.337,4,EDU,,,ID08,-7.1046,ID,"Bali, Jawa Timur, Indonesia",112.337,10205777,4,,SCHOOL,,,EDU,,,IDN,IDN,,ID08,ID,10205777,"Bali, Jawa Timur, Indonesia",-7.1046,112.337,4,,BALI,,,,,,0.097347987,20180423,42,42,4,2018.3096,750148167,1.9,0,201804,20,20,2,1,http://www.foxnews.com/travel/2018/04/23/12-year-old-boy-steals-family-credit-card-to-book-bali-vacation-after-fight-with-his-mom.html,20180423,2018,4490
ID,ID,ID,Indonesia,-5,120,1,CRM,,,ID,-5,ID,Indonesia,120,ID,1,,CRIMINAL,,,CRM,,,IDN,IDN,,ID,ID,ID,Indonesia,-5,120,1,,INDONESIA,,,,,,-14.28571429,20180421,112,112,11,2018.3041,749628162,-2,1,201804,10,30,1,3,https://jakartainformer.com/228293/will-facebook-indonesia-face-criminal-charges-for-data-breach/,20180421,2018,4499
ID30,ID,-2671576,"Bandung, Jawa Barat, Indonesia",-6.90389,107.619,4,GOV,,,ID30,-6.89472,ID,"Mandalajati, Jawa Barat, Indonesia",107.663,6423932,4,,GOVERNMENT,,,GOV,,,IDN,IDN,,ID30,ID,6423932,"Mandalajati, Jawa Barat, Indonesia",-6.89472,107.663,4,,BANDUNG,,,,,,-6.402439024,20180421,42,42,4,2018.3041,749693127,1.9,1,201804,2,2,1,1,http://www.en.netralnews.com/news/currentnews/read/20468/kpk.explores.corruption.case.of.land.procurement.in.bandung.city.govt,20180421,2018,4502
ID,ID,ID,Indonesia,-5,120,1,CHRCTH,,,ID,-5,ID,Indonesia,120,ID,1,,CATHOLIC,CHR,CTH,,,,IDN,IDN,,ID,ID,ID,Indonesia,-5,120,1,,INDONESIA,,,,,,-2.764423077,20180420,10,10,1,2018.3014,749337387,0,0,201804,3,3,1,1,https://international.la-croix.com/news/timor-leste-s-stolen-children-come-home/7411,20180420,2018,4505
ID26,ID,-2687472,"Medan, Sumatera Utara, Indonesia",3.58333,98.6667,4,COPJUD,,,ID26,3.58333,ID,"Medan, Sumatera Utara, Indonesia",98.6667,-2687472,4,,DEPUTY,,,COP,JUD,,IDN,IDN,,ID26,ID,-2687472,"Medan, Sumatera Utara, Indonesia",3.58333,98.6667,4,,INDONESIA,,,,,,-8.902155537,20180419,10,10,1,2018.2986,748937331,0,1,201804,2,2,1,1,http://m.themalaymailonline.com/malaysia/article/court-sets-may-28-for-mention-of-indonesian-maid-murder-case,20180419,2018,4522
ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,COP,,,ID04,-6.17444,ID,"Jakarta, Jakarta Raya, Indonesia",106.829,-2679652,4,,POLICE,,,COP,,,IDN,IDN,,ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,,INDONESIA,,,,,,-10.63568176,20180418,173,173,17,2018.2959,748645908,-5,1,201804,604,614,48,4,https://www.sfgate.com/news/crime/article/Police-arrest-alleged-key-figure-in-Indonesia-12843670.php,20180418,2018,4571
ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,COP,,,ID04,-6.17444,ID,"Jakarta, Jakarta Raya, Indonesia",106.829,-2679652,4,,POLICE,,,COP,,,IDN,IDN,,ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,,PAPUA,,,,,,-8.450704225,20180418,111,111,11,2018.2767,748716449,-2,1,201804,10,10,1,3,http://www.pireport.org/articles/2012/12/25/indonesian-police-use-law-against-%E2%80%98terrorists%E2%80%99-papua,20180411,2018,4576
ID,ID,ID,Indonesia,-5,120,1,CRM,,,ID,-5,ID,Indonesia,120,ID,1,,CRIMINAL,,,CRM,,,IDN,IDN,,ID,ID,ID,Indonesia,-5,120,1,,INDONESIAN,,,,,,-1.467505241,20180412,173,173,17,2018.2795,746823590,-5,1,201804,10,10,1,4,http://sea-globe.com/could-the-son-of-a-former-dictator-and-a-convicted-criminal-become-indonesias-next-president/,20180412,2018,4660
ID04,ID,-2692869,"Pondok Labu, Jakarta Raya, Indonesia",-6.3076,106.798,4,COP,,,ID04,-6.17444,ID,"Jakarta, Jakarta Raya, Indonesia",106.829,-2679652,4,,POLICE,,,COP,,,IDN,IDN,,ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,,INDONESIA,,,,,,-9.452736318,20180412,10,10,1,2018.2795,746889455,0,1,201804,2,2,1,1,https://en.tempo.co/read/news/2018/04/12/057917532/Police-Arrest-Murderer-of-Retired-Navy-Officer,20180412,2018,4675
ID,ID,ID,Indonesia,-5,120,1,NGOHRIHRW,,,ID,-5,ID,Indonesia,120,ID,1,HRW,HUMAN RIGHTS WATCH,,,NGO,HRI,,IDN,IDN,,ID,ID,ID,Indonesia,-5,120,1,,ACEH,,,,,,-4.657765032,20180412,20,20,2,2018.2795,746935336,3,1,201804,120,120,12,1,https://www.lmtonline.com/news/crime/article/Indonesia-s-Aceh-to-take-caning-indoors-after-12828246.php,20180412,2018,4680
ID30,ID,-2679921,"West Java, Jawa Barat, Indonesia",-6.75,107.5,5,CVL,,,ID30,-6.4403,ID,"Karawang, Jawa Barat, Indonesia",106.471,9116251,4,,MIGRANT WORKER,,,CVL,,,IDN,IDN,,ID30,ID,-2679921,"West Java, Jawa Barat, Indonesia",-6.75,107.5,5,,WEST JAVA,,,,,,-5.829596413,20180410,173,173,17,2018.274,746055504,-5,1,201804,8,8,1,4,https://en.antaranews.com/news/115262/indonesian-worker-sentenced-to-death-for-murders-in-uae,20180410,2018,4715
ID,ID,ID,Indonesia,-5,120,1,COPCRM,,,ID,-5,ID,Indonesia,120,ID,1,,POLICE,,,COP,CRM,,IDN,IDN,,ID,ID,ID,Indonesia,-5,120,1,,INDONESIA,,,,,,-3.687635575,20180409,40,40,4,2018.2521,745891172,1,1,201804,5,5,1,1,https://coconuts.co/jakarta/news/indonesian-police-will-question-facebook-week-part-criminal-investigation-user-data-leak/,20180402,2018,4741
ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,COP,,,ID30,-7.2486,ID,"Cibiru, Jawa Barat, Indonesia",107.851,10200309,4,,POLICE,,,COP,,,IDN,IDN,,ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,,INDONESIA,,,,,,-15.30191029,20180409,173,173,17,2018.2712,745912696,-5,1,201804,30,30,15,4,https://www.chron.com/news/crime/article/Indonesian-militant-given-9-years-jail-for-12818121.php,20180409,2018,4748
ID,ID,ID,Indonesia,-5,120,1,MYS,MYS,,ID,-5,ID,Indonesia,120,ID,1,,MALAYSIA,,,,,,IDN,IDN,,ID,ID,ID,Indonesia,-5,120,1,,INDONESIA,,,,,,-10.75268817,20180329,160,160,16,2018.2438,742937613,-4,1,201803,4,4,1,4,https://www.nst.com.my/news/crime-courts/2018/03/350654/justice-done-maid-abuser-sentenced-eight-years-jail,20180329,2018,4950
ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,IDN,IDN,,ID04,-6.17444,ID,"Jakarta, Jakarta Raya, Indonesia",106.829,-2679652,4,,JAKARTA,,,,,,IDNPTY,IDN,,ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,,INDONESIAN,,,,,,-12.32427666,20180329,112,112,11,2018.2438,742993322,-2,1,201803,290,290,29,3,http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2018-03-29-AS-Indonesia-Corruption/id-ea16277da1fe4d3183aed3597d12fc49,20180329,2018,4958
ID30,ID,11147036,"Johor, Jawa Barat, Indonesia",-7.502,107.477,4,COP,,,ID30,-7.502,ID,"Johor, Jawa Barat, Indonesia",107.477,11147036,4,,POLICE,,,COP,,,IDN,IDN,,ID30,ID,11147036,"Johor, Jawa Barat, Indonesia",-7.502,107.477,4,,INDONESIA,,,,,,-9.195402299,20180326,173,173,17,2018.2356,741878837,-5,0,201803,4,4,1,4,http://www.thesundaily.my/news/2018/03/26/fear-crime-still-high-igp,20180326,2018,5049
ID08,ID,10205777,"Bali, Jawa Timur, Indonesia",-7.1046,112.337,4,JPN,JPN,,ID08,-7.1046,ID,"Bali, Jawa Timur, Indonesia",112.337,10205777,4,,JAPAN,,,,,,IDN,IDN,,ID08,ID,10205777,"Bali, Jawa Timur, Indonesia",-7.1046,112.337,4,,BALI,,,,,,-8.199477853,20180326,173,173,17,2018.2356,742073233,-5,1,201803,26,26,2,4,http://www.news.com.au/world/breaking-news/bali-man-jailed-for-murder-of-japan-couple/news-story/8fbc1c73e4532fe48fae6784eee3d911,20180326,2018,5094
ID,ID,ID,Indonesia,-5,120,1,MYS,MYS,,ID,-5,ID,Indonesia,120,ID,1,,MALAYSIAN,,,,,,IDN,IDN,,ID,ID,ID,Indonesia,-5,120,1,,INDONESIA,,,,,,-7.782101167,20180325,111,111,11,2018.2329,741735913,-2,1,201803,1,1,1,3,http://www.thesundaily.my/news/2018/03/25/daesh-terrorists-sell-drugs-fund-their-activities,20180325,2018,5110
ID30,ID,11147036,"Johor, Jawa Barat, Indonesia",-7.502,107.477,4,COP,,,ID30,-7.502,ID,"Johor, Jawa Barat, Indonesia",107.477,11147036,4,,POLICE,,,COP,,,IDN,IDN,,ID30,ID,11147036,"Johor, Jawa Barat, Indonesia",-7.502,107.477,4,,INDONESIA,,,,,,-9.195402299,20180325,173,173,17,2018.2329,741790451,-5,0,201803,4,4,1,4,http://www.thesundaily.my/news/2018/03/25/fear-crime-still-high-igp,20180325,2018,5133
ID08,ID,10205777,"Bali, Jawa Timur, Indonesia",-7.1046,112.337,4,IDNCOP,IDN,,ID08,-7.1046,ID,"Bali, Jawa Timur, Indonesia",112.337,10205777,4,,INDONESIAN,,,COP,,,IDN,IDN,,ID08,ID,10205777,"Bali, Jawa Timur, Indonesia",-7.1046,112.337,4,,BALI,,,,,,-5.769650762,20180319,173,173,17,2018.2164,739975003,-5,1,201803,372,372,60,4,https://www.mysanantonio.com/news/crime/article/Indonesia-faces-challenge-to-seizure-of-yacht-12763377.php,20180319,2018,5271
ID,ID,ID,Indonesia,-5,120,1,GOV,,,ID,-5,ID,Indonesia,120,ID,1,,MINISTRY,,,GOV,,,IDN,IDN,,ID,ID,ID,Indonesia,-5,120,1,,INDONESIAN,,,,,,-9.638554217,20180317,130,130,13,2018.211,739560420,-4.4,1,201803,2,2,1,3,http://www.thejakartapost.com/news/2018/03/16/around-region-ministry-fight-murdered-worker.html,20180317,2018,5292
ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,GOV,,,ID04,-6.17444,ID,"Jakarta, Jakarta Raya, Indonesia",106.829,-2679652,4,,PRESIDENT,,,GOV,,,IDN,IDN,,ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,,INDONESIA,,,,,,-9.952116583,20180316,120,120,12,2018.1205,739161509,-4,1,201802,16,16,6,3,http://www.tnp.sg/news/world/indonesia-makes-criticising-politicians-crime,20180214,2018,5299
ID07,ID,-2680876,"Nusa Kambangan, Jawa Tengah, Indonesia",-7.75111,108.949,4,COP,,,ID07,-7.75111,ID,"Nusa Kambangan, Jawa Tengah, Indonesia",108.949,-2680876,4,,PRISON,,,COP,,,IDN,IDN,,ID07,ID,-2680876,"Nusa Kambangan, Jawa Tengah, Indonesia",-7.75111,108.949,4,,INDONESIAN,,,,,,-12.97468354,20180316,193,193,19,2018.2082,739205418,-10,0,201803,2,2,1,4,https://www.thestar.com.my/news/regional/2018/03/16/aceh-mulls-beheading-as-penalty-for-murder/,20180316,2018,5320
ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,GOV,,,ID04,-6.17444,ID,"Jakarta, Jakarta Raya, Indonesia",106.829,-2679652,4,,PRESIDENT,,,GOV,,,IDN,IDN,,ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,,INDONESIA,,,,,,-9.954571074,20180315,120,120,12,2018.1178,738955010,-4,1,201802,44,44,22,3,http://www.dailymail.co.uk/wires/afp/article-5504321/Indonesia-makes-criticising-politicians-crime.html,20180213,2018,5370
ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,CVL,,,ID04,-6.17444,ID,"Jakarta, Jakarta Raya, Indonesia",106.829,-2679652,4,,VILLAGE,,,CVL,,,IDN,IDN,,ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,,INDONESIAN,,,,,,-4.412989176,20180315,190,190,19,2018.2055,738955585,-10,0,201803,10,10,1,4,http://www.terradaily.com/reports/Hi-tech_conservationists_fight_Indonesia_wildlife_crime_999.html,20180315,2018,5371
ID08,ID,10293720,"Bedok, Jawa Timur, Indonesia",-7.6212,112.267,4,CHN,CHN,,ID08,-7.6212,ID,"Bedok, Jawa Timur, Indonesia",112.267,10293720,4,,CHINESE,,,,,,IDN,IDN,,ID08,ID,10293720,"Bedok, Jawa Timur, Indonesia",-7.6212,112.267,4,,INDONESIAN,,,,,,-9.282700422,20180314,111,111,11,2018.2027,738587132,-2,1,201803,7,7,1,3,http://menafn.com/1096589857/Woman-gets-six-weeks-for-assaulting-Indonesian-maid,20180314,2018,5412
ID07,ID,-2680876,"Nusa Kambangan, Jawa Tengah, Indonesia",-7.75111,108.949,4,COP,,,ID07,-7.75111,ID,"Nusa Kambangan, Jawa Tengah, Indonesia",108.949,-2680876,4,,PRISON,,,COP,,,IDN,IDN,,ID07,ID,-2680876,"Nusa Kambangan, Jawa Tengah, Indonesia",-7.75111,108.949,4,,INDONESIAN,,,,,,-12.67517693,20180314,193,193,19,2018.2027,738634268,-10,0,201803,106,106,48,4,http://montrealgazette.com/pmn/news-pmn/indonesias-aceh-considers-beheading-as-penalty-for-murder/wcm/59c25576-b1c9-44bb-bdf8-37789b52f063,20180314,2018,5421
ID,ID,ID,Indonesia,-5,120,1,IDN,IDN,,ID,-5,ID,Indonesia,120,ID,1,,INDONESIA,,,,,,IDNGOV,IDN,,ID,ID,ID,Indonesia,-5,120,1,,INDONESIA,,,GOV,,,-7.210626186,20180309,25,25,2,2018.189,737299627,-0.3,1,201803,4,4,1,1,https://www.indonesia-investments.com/news/news-columns/women-in-indonesia-informal-employment-wage-gap-violence/item8650,20180309,2018,5539
ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,JOR,JOR,,ID04,-6.17444,ID,"Jakarta, Jakarta Raya, Indonesia",106.829,-2679652,4,,JORDANIAN,,,,,,IDN,IDN,,ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,,INDONESIA,,,,,,-5.294117647,20180308,10,10,1,2018.1863,736905227,0,1,201803,10,10,1,1,http://www.pressreleasepoint.com/indonesia-proposes-criminalize-same-sex-relations,20180308,2018,5546
ID26,ID,10098900,"Kampung Melayu, Sumatera Utara, Indonesia",2.852,99.1836,4,IDNJUD,IDN,,ID04,-6.17444,ID,"Jakarta, Jakarta Raya, Indonesia",106.829,-2679652,4,,JAKARTA,,,JUD,,,IDN,IDN,,ID26,ID,10098900,"Kampung Melayu, Sumatera Utara, Indonesia",2.852,99.1836,4,,WEST JAVA,,,,,,-5.806451613,20180306,173,173,17,2018.1808,736253802,-5,1,201803,6,6,1,4,http://www.thejakartapost.com/news/2018/03/06/university-of-indonesias-woods-training-ground-for-terrorists-in-2004-witness.html,20180306,2018,5562
ID08,ID,10205777,"Bali, Jawa Timur, Indonesia",-7.1046,112.337,4,IDN,IDN,,ID08,-7.1046,ID,"Bali, Jawa Timur, Indonesia",112.337,10205777,4,,INDONESIA,,,,,,IDNUAF,IDN,,ID08,ID,10205777,"Bali, Jawa Timur, Indonesia",-7.1046,112.337,4,,INDONESIA,,,UAF,,,-11.4331723,20180301,40,40,4,2018.1589,734889056,1,1,201802,1,1,1,1,http://www.gulf-times.com/story/583398/Victim-groups-shun-Indonesia-terrorist-reconciliation-meet,20180228,2018,5672
ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,IDNUAF,IDN,,ID04,-6.17444,ID,"Jakarta, Jakarta Raya, Indonesia",106.829,-2679652,4,,INDONESIA,,,UAF,,,IDN,IDN,,ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,,INDONESIAN,,,,,,-8.695652174,20180228,125,125,12,2018.1589,734620261,-5,1,201802,8,8,1,3,http://www.freemalaysiatoday.com/category/world/2018/02/28/survivor-groups-skip-indonesia-terrorist-victim-meeting/,20180228,2018,5728
ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,UAF,,,ID04,-6.17444,ID,"Jakarta, Jakarta Raya, Indonesia",106.829,-2679652,4,,TERRORIST,,,UAF,,,IDN,IDN,,ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,,JAKARTA,,,,,,-10.24208566,20180228,125,125,12,2018.1589,734672753,-5,1,201802,5,10,1,3,https://coconuts.co/jakarta/news/not-ready-psychologically-survivor-groups-skip-terrorist-victim-meeting-jakarta/,20180228,2018,5739
ID01,ID,10119106,"Antara, Aceh, Indonesia",3.5292,99.0184,4,IDN,IDN,,ID01,3.5292,ID,"Antara, Aceh, Indonesia",99.0184,10119106,4,,JAKARTA,,,,,,IDNCOP,IDN,,ID01,ID,10119106,"Antara, Aceh, Indonesia",3.5292,99.0184,4,,INDONESIAN,,,COP,,,-11.15537849,20180227,110,110,11,2018.1562,734490977,-2,1,201802,10,10,1,3,https://en.antaranews.com/news/114809/police-arrests-four-members-of-cyber-crime-group,20180227,2018,5794
ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,IDN,IDN,,ID04,-6.17444,ID,"Jakarta, Jakarta Raya, Indonesia",106.829,-2679652,4,,JAKARTA,,,,,,IDNMIL,IDN,,ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,,INDONESIAN,,,MIL,,,-4.794520548,20180224,10,10,1,2018.1479,733696932,0,1,201802,10,10,1,1,http://www.en.netralnews.com/news/currentnews/read/18744/tni.commander.cyber.crime.remains.global.threat.endangering.the.nkri,20180224,2018,5814
ID04,ID,10175988,"Taman Kota, Jakarta Raya, Indonesia",-6.1599,106.755,4,CVL,,,ID04,-6.1599,ID,"Taman Kota, Jakarta Raya, Indonesia",106.755,10175988,4,,CITIZEN,,,CVL,,,IDN,IDN,,ID04,ID,10175988,"Taman Kota, Jakarta Raya, Indonesia",-6.1599,106.755,4,,INDONESIAN,,,,,,-11.83035714,20180221,173,173,17,2018.137,732700257,-5,1,201802,20,20,1,4,http://www.thesundaily.my/news/2018/02/21/senior-citizen-charged-murder-indonesian-maid-updated,20180220,2018,5901
ID04,ID,10175988,"Taman Kota, Jakarta Raya, Indonesia",-6.1599,106.755,4,IDN,IDN,,ID04,-6.1599,ID,"Taman Kota, Jakarta Raya, Indonesia",106.755,10175988,4,,INDONESIAN,,,,,,IDNCVL,IDN,,ID04,ID,10175988,"Taman Kota, Jakarta Raya, Indonesia",-6.1599,106.755,4,,INDONESIA,,,CVL,,,-9.15317719,20180221,16,16,1,2017.1397,732739488,-2,1,201702,6,6,2,1,http://www.themalaymailonline.com/malaysia/article/woman-60-charged-with-murder-of-indonesian-maid,20170221,2017,5938
ID18,ID,-2683758,"Kupang, Nusa Tenggara Timur, Indonesia",-10.1667,123.583,4,COP,,,ID18,-10.1667,ID,"Kupang, Nusa Tenggara Timur, Indonesia",123.583,-2683758,4,,POLICE,,,COP,,,IDN,IDN,,ID18,ID,-2683758,"Kupang, Nusa Tenggara Timur, Indonesia",-10.1667,123.583,4,,INDONESIAN,,,,,,-9.283892022,20180215,112,112,11,2018.1233,731113422,-2,1,201802,19,19,4,3,https://www.nst.com.my/news/crime-courts/2018/02/335907/two-arrested-indonesia-over-penang-maid-death-indonesian-police,20180215,2018,6056
ID04,ID,10168827,"Kramatjati, Jakarta Raya, Indonesia",-6.2843,106.869,4,COP,,,ID04,-6.2843,ID,"Kramatjati, Jakarta Raya, Indonesia",106.869,10168827,4,,POLICE,,,COP,,,IDN,IDN,,ID04,ID,10168827,"Kramatjati, Jakarta Raya, Indonesia",-6.2843,106.869,4,,INDONESIA,,,,,,-11.06557377,20180213,190,190,19,2018.1178,730518073,-10,1,201802,6,6,1,4,http://www.thejakartapost.com/news/2018/02/13/police-name-husband-suspect-for-murder-of-wife-children-in-tangerang.html,20180213,2018,6154
ID00,ID,-2700387,"Nusa Tenggara, Indonesia (general), Indonesia",-9,120,4,COP,,,ID00,-9,ID,"Nusa Tenggara, Indonesia (general), Indonesia",120,-2700387,4,,POLICE CHIEF,,,COP,,,IDN,IDN,,ID00,ID,-2700387,"Nusa Tenggara, Indonesia (general), Indonesia",-9,120,4,,INDONESIA,,,,,,-8.581042767,20180212,190,190,19,2018.1151,730197869,-10,1,201802,2,2,2,4,http://www.scmp.com/news/asia/southeast-asia/article/2133074/murder-probe-malaysian-family-possible-after-death,20180212,2018,6180
ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,COP,,,ID04,-6.17444,ID,"Jakarta, Jakarta Raya, Indonesia",106.829,-2679652,4,,POLICE,,,COP,,,IDN,IDN,,ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,,ACEH,,,,,,-5.115934422,20180211,173,173,17,2018.0329,729908514,-5,0,201801,30,30,2,4,https://www.huffingtonpost.com/entry/indonesia-lgbtq-criminal-code-revamp_us_5a7fb9dde4b044b3821e1c8a?ncid=inblnkushpmg00000009,20180112,2018,6217
ID,ID,ID,Indonesia,-5,120,1,COP,,,ID,-5,ID,Indonesia,120,ID,1,,PRISON,,,COP,,,IDN,IDN,,ID,ID,ID,Indonesia,-5,120,1,,INDONESIAN,,,,,,-9.803921569,20180209,173,173,17,2018.1068,729437847,-5,1,201802,4,4,1,4,http://www.ibtimes.co.uk/who-rurik-jutting-british-banker-responsible-murder-hong-kong-prostitutes-denied-appeal-1660052,20180209,2018,6309
ID30,ID,6423833,"Hanura, Jawa Barat, Indonesia",-6.60861,107.402,4,CRM,,,ID30,-6.60861,ID,"Hanura, Jawa Barat, Indonesia",107.402,6423833,4,,SMUGGLER,,,CRM,,,IDN,IDN,,ID30,ID,6423833,"Hanura, Jawa Barat, Indonesia",-6.60861,107.402,4,,JAKARTA,,,,,,-4.38034188,20180209,173,173,17,2018.1068,729446818,-5,1,201802,1,1,1,4,http://www.pressreleasepoint.com/punitive-measures-indonesias-new-draft-criminal-code,20180209,2018,6343
ID30,ID,-2679468,"Indramayu, Jawa Barat, Indonesia",-6.32639,108.32,4,COP,,,ID30,-6.32639,ID,"Indramayu, Jawa Barat, Indonesia",108.32,-2679468,4,,POLICE,,,COP,,,IDN,IDN,,ID30,ID,-2679468,"Indramayu, Jawa Barat, Indonesia",-6.32639,108.32,4,,INDONESIA,,,,,,-12.12121212,20180209,173,173,17,2018.1068,729585584,-5,1,201802,8,8,1,4,http://en.republika.co.id/berita/en/national-politics/18/02/09/p3w0fl414-police-questions-2-alleged-terrorists-arrested-in-indramayu,20180209,2018,6379
ID,ID,ID,Indonesia,-5,120,1,COP,,,ID,-5,ID,Indonesia,120,ID,1,,POLICE,,,COP,,,IDN,IDN,,ID,ID,ID,Indonesia,-5,120,1,,INDONESIAN,,,,,,-5.806451613,20180208,90,90,9,2018.1041,729115017,-2,1,201802,16,16,1,2,http://malaysiandigest.com/frontpage/29-4-tile/722041-drug-addict-accidentally-fell-asleep-inside-car-he-was-stealing.html,20180208,2018,6394
ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,GOV,,,ID04,-6.17444,ID,"Jakarta, Jakarta Raya, Indonesia",106.829,-2679652,4,,AUTHORITIES,,,GOV,,,IDN,IDN,,ID04,ID,-2679652,"Jakarta, Jakarta Raya, Indonesia",-6.17444,106.829,4,,JAKARTA,,,,,,-7.874015748,20180208,80,80,8,2018.1041,729310287,5,0,201802,2,2,1,2,https://nextshark.com/indonesian-murder-suspect-life-imprisonment/,20180208,2018,6424
